id,name,unit,cost_per_pack,notes,created_at,pack_weight,brand,supplier_part_number,supplier_id,secondary_supplier_id,ordering_url,processing_ratio,raw_meat_tray_capacity_kg,category,stock_check_enabled,stock_check_frequency,stock_check_day,min_cooking_temp_c,estimated_cook_time_min,oven_temp_c,steam_pct,surplus_percent,shelf_life_days,kanban_enabled,kanban_quantity,kanban_unit,kanban_order_amount,perishable,pallet_size,energy_kj,energy_kcal,fat,saturates,carbohydrate,sugars,protein,salt,label_declaration,allergens,fibre,prep_weight_mode,qr_code_url,is_bottle,bottle_size,surplus_mode,surplus_absolute_qty,prep_count_per_portion,is_pasta,requires_use_by_date,stock_in_packs,nutritionals_ai_estimated,case_size_packs,meat_process_minutes,country_of_origin,shopify_variant_id,shopify_product_title,shopify_variant_title,shopify_units_per_pack,nova_class,nova_markers,nova_reasoning,nova_confidence,nova_source,nova_analyzed_at
158,Garlic Puree (Brakes),kg,10.2200,,2026-03-19 09:57:56.386,1.2000,,,1,,,1.0000,,sauce,f,daily,,,,,,10.00,,t,0.0000,weight,,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,,[],,,,
159,Chilli Oil,kg,18.0000,,2026-03-19 09:57:56.388,1.0200,,,22,,,1.0000,,sauce,f,daily,,,,,,10.00,,t,0.0000,weight,,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,,[],,,,
162,Parmesan,kg,23.1000,,2026-03-19 09:57:56.396,1.0000,,,1,,,1.0000,,cheese,f,daily,,,,,,10.00,,t,0.0000,weight,,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,,[],,,,
163,Pineapple,kg,15.4100,,2026-03-19 09:57:56.398,2.5000,,,1,,,1.0000,,vegetable,f,daily,,,,,,10.00,5,t,0.0000,weight,,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,,[],,,,
164,Ham Hock,kg,9.9900,,2026-03-19 09:57:56.4,1.0000,,,1,,,1.0000,,cooked_meat,f,daily,,,,,,10.00,,t,0.0000,weight,,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,,[],,,,
165,Bechemel (Macphie),kg,38.3500,,2026-03-19 09:57:56.403,10.0000,,A 9036,1,,,0.9800,,sauce,f,daily,,,,,,10.00,,t,0.0000,weight,,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,,[],,,,
167,Jerk BBQ Sauce,kg,8.9200,,2026-03-19 09:57:56.408,1.0000,,,1,,,0.9700,,sauce,f,daily,,,,,,10.00,,t,0.0000,weight,,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,,[],,,,
168,Chipotle paste,g,10.1400,,2026-03-19 09:57:56.411,750.0000,Santa Maria,,1,,,1.0000,,sauce,f,daily,,,,,,10.00,,t,0.0000,weight,,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,,[],,,,
169,Santa Maria BBQ Sauce,kg,6.1100,,2026-03-19 09:57:56.413,1.1000,Santa Maria,,1,,,0.9700,,sauce,f,daily,,,,,,10.00,,t,0.0000,weight,,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,,[],,,,
170,Ranch,kg,9.5700,,2026-03-19 09:57:56.415,2.2700,Lion,,1,,,0.9700,,sauce,f,daily,,,,,,10.00,,t,0.0000,weight,,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,,[],,,,
171,Mango Chutney,kg,5.3900,,2026-03-19 09:57:56.418,1.5000,Geetas,,1,,,0.9700,,sauce,f,daily,,,,,,10.00,,t,0.0000,weight,,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,,[],,,,
172,Chickpeas,kg,3.4500,,2026-03-19 09:57:56.42,1.5000,Royal Crown,,1,,,1.0000,,vegetable,f,daily,,,,,,10.00,5,t,0.0000,weight,,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,,[],,,,
173,Curry Powder,g,7.9100,,2026-03-19 09:57:56.423,500.0000,Sysco,,1,,,1.0000,,spice,f,daily,,,,,,10.00,,t,0.0000,weight,,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,,[],,,,
175,Fresh Coriander,kg,9.8400,,2026-03-19 09:57:56.427,1.0000,,,1,,,1.0000,,herb,f,daily,,,,,,10.00,,t,0.0000,weight,,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,,[],,,,
176,Red Wine Vinegar,kg,10.7200,,2026-03-19 09:57:56.429,5.0000,,,1,,,1.0000,,sauce,f,daily,,,,,,10.00,,t,0.0000,weight,,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,,[],,,,
156,Beef Strips,kg,36.5700,,2026-03-19 09:57:56.38,2.5000,,,1,,,1.0000,,raw_meat,f,daily,,,,,,10.00,,t,0.0000,weight,,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,t,f,f,,,,,,,,,[],,,,
161,Vanilla Extract,ml,5.9400,,2026-03-19 09:57:56.394,500.0000,Preema Natural,,1,,https://www.brake.co.uk/dry-store/baking-mixes-ingredients/baking-ingredients/food-colouring-flavouring/preema-natural-vanilla-extract/p/87846?term=vanilla,1.0000,,other,f,daily,,,,,,10.00,,t,1.0000,bottle,1.0000,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,t,f,,,,,,,,,[],,,,
122,Chestnut Mushrooms,kg,10.9500,,2026-03-19 09:57:56.287,2.2700,,,5,,,0.9500,,vegetable,f,daily,,,,,,10.00,5,t,6.0000,weight,7.0000,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,,[],,,,
148,Balsamic Vinegar,kg,14.7500,,2026-03-19 09:57:56.362,5.0000,,,5,,,1.0000,,sauce,f,daily,,,,,,10.00,,t,10.0000,bottle,12.0000,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,,[],,,,
177,G's Piri Piri Sauce,kg,7.5200,,2026-03-19 09:57:56.432,1.0000,,,17,,,1.0000,,sauce,f,daily,,,,,,10.00,,t,0.0000,weight,,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,,[],,,,
178,Lime Juice,kg,5.1000,,2026-03-19 09:57:56.435,1.0000,Village Press,,1,,,1.0000,,sauce,f,daily,,,,,,10.00,,t,0.0000,weight,,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,,[],,,,
180,Red cooking wine (Sysco),kg,37.9400,,2026-03-19 09:57:56.44,10.0000,,A 25690,1,,,1.0000,,other,f,daily,,,,,,10.00,,t,0.0000,weight,,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,,[],,,,
181,White Cooking Wine (Sysco),kg,36.7800,,2026-03-19 09:57:56.442,10.0000,,A 25696,1,,,1.0000,,other,f,daily,,,,,,10.00,,t,0.0000,weight,,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,,[],,,,
182,Prosciutto,kg,16.9900,,2026-03-19 09:57:56.446,1.0000,,C 116165,1,,,1.0000,,cooked_meat,f,daily,,,,,,10.00,,t,0.0000,weight,,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,,[],,,,
183,Red Wine Gravy (2025),g,0.7900,,2026-03-19 09:57:56.449,87.0000,,,17,,,1.0000,,sauce,f,daily,,,,,,10.00,,t,0.0000,weight,,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,,[],,,,
186,BBQ Shredded Turkey & Cranberry,g,4.1300,,2026-03-19 09:57:56.455,500.0000,,F 150200,1,,,1.0000,,cooked_meat,f,daily,,,,,,10.00,,t,0.0000,weight,,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,,[],,,,
195,Red Leicester Cheese,kg,24.9800,,2026-03-19 09:57:56.482,2.5000,,9827,9,,,1.0000,,cheese,f,daily,,,,,,10.00,,t,0.0000,weight,,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,,[],,,,
196,Matture Cheddar Block,kg,32.6800,,2026-03-19 09:57:56.485,4.7500,,C 71144,1,,,1.0000,,cheese,f,daily,,,,,,10.00,,t,0.0000,weight,,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,,[],,,,
197,Evaporated Milk,g,1.1800,,2026-03-19 09:57:56.487,410.0000,,A25002,1,,,1.0000,,dairy,f,daily,,,,,,10.00,,t,0.0000,weight,,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,,[],,,,
205,Chicken Seasoning Mix,kg,21.3800,,2026-03-19 09:57:56.507,3.0000,,,17,,,1.0000,,seasoning,f,daily,,,,,,10.00,,t,0.0000,weight,,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,4,"[""anti-caking agent"", ""flavour enhancers"", ""sugar""]","Commercial chicken seasoning mixes are industrial spice blends that routinely contain anti-caking agents, flavour enhancers (e.g. MSG or yeast extract), and sugar beyond what a home cook would blend. Judging from name and category alone as no label was provided, but this is the wholesale norm.",medium,ai,2026-07-23 15:37:25.889
160,Cream Cheese,kg,18.9200,,2026-03-19 09:57:56.391,2.0000,Green Valley Dairy, C 591017,1,,https://www.brake.co.uk/dairy/block-grated-cheese/soft-cheese/spreadable/green-valley-dairy-full-fat-soft-cheese/p/591017,1.0000,,cheese,f,daily,,,,,,10.00,,t,1.0000,pack,1.0000,t,,962.00,233.00,20.90,13.20,4.60,3.70,6.50,0.49,,"[""milk""]",0.00,raw,,f,,percent,,,f,f,t,f,,,,,,,,,[],,,,
128,Smoked paprika (old),g,7.2500,,2026-03-19 09:57:56.305,750.0000,,,9,,,1.0000,,spice,f,daily,,,,,,10.00,,t,3.0000,weight,4.0000,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,1,[],Smoked paprika is a single plain spice — minimally processed by drying and smoking the pepper. No additives implied by the name.,high,ai,2026-07-23 15:37:25.889
72,Red Chillis,kg,15.4500,Vegetables,2026-03-19 09:57:56.127,1.0000,,,5,,,1.0000,,vegetable,t,daily,,,,,,200.00,5,f,0.0000,weight,,t,,149.00,36.00,0.40,0.10,7.30,4.20,1.90,0.05,red chilli pepper,[],1.50,raw,,f,,percent,,,f,f,f,t,,,,,,,,1,[],Fresh red chillies are a minimally processed whole vegetable/spice ingredient — NOVA 1.,high,ai,2026-07-23 15:37:25.889
203,Honey Sriracha (2.5kg catering),kg,40.0000,,2026-03-19 09:57:56.502,5.0000,,,16,,https://wholesale.sauceshop.co/products/honey-sriracha-drizzle,1.0000,,sauce,f,daily,,,,,,10.00,,t,4.0000,weight,6.0000,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,,[],,,,
202,Garlic Butter,g,1.9600,,2026-03-19 09:57:56.499,271.0000,,,17,,,1.0000,,sauce,f,daily,,,,,,10.00,,t,1.0000,weight,4.0000,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,,[],,,,
50,White onions,kg,16.5000,Vegetables,2026-03-19 09:57:56.052,20.0000,,,5,,,1.0000,,vegetable,f,daily,,,,,,10.00,5,t,5.0000,weight,5.0000,t,,143.00,34.00,0.10,0.00,8.00,5.00,1.10,0.03,onions,[],1.70,raw,,f,,percent,,,f,f,f,t,,,,,,,,1,[],Whole fresh white onions are an unprocessed vegetable. NOVA 1.,high,ai,2026-07-23 15:37:25.889
179,Sirloin Steak,kg,33.2800,,2026-03-19 09:57:56.437,1.7000,,C 136847,1,,,0.8000,,raw_meat,f,daily,,,,,,10.00,,t,0.0000,weight,,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,t,f,f,,,,,,,,,[],,,,
184,Sirloin Steak Center Cut,kg,18.2100,,2026-03-19 09:57:56.451,1.1350,,C 5010975,1,,,0.5550,,raw_meat,f,daily,,,,,,10.00,,t,0.0000,weight,,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,t,f,f,,,,,,,,,[],,,,
188,"Pork, Sage & Onion Stuffing Balls",kg,29.4100,,2026-03-19 09:57:56.464,2.8800,,F 124328,1,,,0.7900,,cooked_meat,f,daily,,,,,,10.00,,t,4.0000,weight,6.0000,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,,[],,,,
190,Cranberry Sauce,kg,12.9500,,2026-03-19 09:57:56.468,2.5000,,A 100357,1,,,1.0000,,sauce,f,daily,,,,,,10.00,,t,2.0000,weight,4.0000,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,,[],,,,
187,Turkey Saddle,kg,31.0000,,2026-03-19 09:57:56.461,3.5000,,F 30311,1,,,1.0000,,raw_meat,f,daily,,,,,,10.00,,t,4.0000,weight,5.0000,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,t,f,f,,,,,,,,,[],,,,
185,Fillet steak (Sysco whole),kg,64.2400,,2026-03-19 09:57:56.453,2.1000,,C 133991,1,,,0.8000,,raw_meat,f,daily,,,,,,10.00,,t,0.0000,weight,,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,t,f,f,,,,,,,,,[],,,,
200,Beef Short Rib (Best Butchers),kg,12.5000,,2026-03-19 09:57:56.494,1.0000,,,3,,,0.5000,,raw_meat,f,daily,,,,,,10.00,,t,0.0000,weight,,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,t,f,f,,,,,,,,,[],,,,
70,Special Sausage,kg,6.5000,Meat,2026-03-19 09:57:56.121,1.0000,,,3,,,0.8700,,raw_meat,f,daily,,,,,,10.00,,t,0.0000,weight,,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,t,f,f,,,,,,,,,[],,,,
151,Diced Chicken Thigh,kg,19.6500,,2026-03-19 09:57:56.369,2.5000,,,1,,,1.0000,,raw_meat,f,daily,,,,,,130.00,,f,0.0000,weight,,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,t,f,f,,,,,,,,,[],,,,
106,Branston Pickle,kg,14.5500,,2026-03-19 09:57:56.237,2.5500,,,9,,,0.9700,,sauce,f,daily,,,,,,10.00,,t,4.0000,weight,4.0000,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,,[],,,,
117,Red Cooking Wine,kg,6.9500,,2026-03-19 09:57:56.272,5.0000,,,10,,,1.0000,,other,f,daily,,,,,,10.00,,t,3.0000,weight,4.0000,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,,[],,,,
137,Cinnamon,g,7.5700,,2026-03-19 09:57:56.33,450.0000,,,9,,,1.0000,,spice,f,daily,,,,,,10.00,,t,6.0000,weight,6.0000,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,,[],,,,
210,Beef Burgers,kg,8.7900,,2026-03-23 17:26:33.316,1.0000,,,26,3,,0.7500,2.1000,raw_meat,f,daily,,70.00,30,170,50,180.00,,f,0.0000,weight,,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,t,f,f,,,,,,,,,[],,,,
39,Ground black pepper,g,6.1200,Herbs and Spices,2026-03-19 09:57:56.019,500.0000,,,9,,,1.0000,,spice,f,daily,,,,,,10.00,,t,3.0000,weight,4.0000,t,,1090.00,260.00,3.30,1.00,64.00,0.60,10.00,0.06,Black Pepper,[],25.00,raw,,f,,percent,,,f,f,f,t,,,,,,,,1,[],Label declaration confirms a single ingredient: Black Pepper. A plain single spice is NOVA 1.,high,ai,2026-07-23 15:37:25.889
18,Fresh Basil,g,1.8900,Herbs and Spices,2026-03-19 09:57:55.919,100.0000,,,5,,,0.6016,,vegetable,t,daily,,,,,,125.00,5,f,0.0000,weight,,t,,233.00,56.00,0.60,0.10,7.70,1.30,3.20,0.07,Basil,[],2.40,processed,,f,,percent,,,f,f,f,t,,,,,,,,1,[],Label declaration confirms a single ingredient: Basil. Fresh basil is an unprocessed herb/vegetable. NOVA 1.,high,ai,2026-07-23 15:37:25.889
75,Dried Basil,g,2.9200,Herbs and Spices,2026-03-19 09:57:56.136,150.0000,,,9,,,1.0000,,herb,f,daily,,,,,,10.00,,t,3.0000,weight,1.0000,t,,1050.00,250.00,4.00,0.80,48.00,4.00,3.20,0.15,Basil,[],8.00,raw,,f,,percent,,,f,f,f,t,,,,,,,,1,[],Label declaration confirms a single ingredient: Basil. Dried basil is a minimally processed herb (simply dried). NOVA 1.,high,ai,2026-07-23 15:37:25.889
201,Knorr Korma Sauce,kg,11.5400,,2026-03-19 09:57:56.497,1.1000,Knorr Professional Patak's Korma,A 85659,1,,https://www.brake.co.uk/dry-store/foods-of-the-world/cooking-sauces/indian/knorr-professional-patak-s-korma-concentrated-sauce-1-1l/p/85659?term=korma,0.9800,,sauce,f,daily,,,,,,10.00,,t,10.0000,bottle,15.0000,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,t,f,,,,,,,,4,"[""flavourings"", ""modified starch"", ""glucose syrup"", ""flavour enhancers""]","Knorr Professional / Patak's Korma sauce is an industrial catering sauce. Commercial korma sauces of this type invariably contain flavourings, modified starch, glucose syrup and flavour enhancers — confirmed by the Knorr Professional range norm. No label declaration provided but wholesale formulation is unambiguous.",medium,ai,2026-07-23 15:37:25.889
166,Garlic Confit,kg,22.7400,,2026-03-19 09:57:56.406,2.7250,,,17,,,1.0000,,sauce,f,daily,,,,,,10.00,,t,2.0000,weight,5.0000,t,,1100.00,265.00,20.00,3.00,18.00,4.00,3.00,1.20,,[],0.50,raw,,f,,percent,,,f,f,f,t,,,,,,,,,[],,,,
41,Paprika,g,4.1500,Herbs and Spices,2026-03-19 09:57:56.026,550.0000,,,9,,,1.0000,,spice,f,daily,,,,,,10.00,,t,6.0000,weight,6.0000,t,,1465.00,349.00,14.00,2.00,64.00,9.00,14.00,0.05,Paprika,[],25.00,raw,,f,,percent,,,f,f,f,t,,,,,,,,1,[],Label declaration is simply 'Paprika' — a single dried spice with no additives. NOVA 1 by definition.,high,ai,2026-07-23 15:37:25.889
16,Courgettes,kg,10.9500,Vegetables,2026-03-19 09:57:55.912,5.0000,,,5,,,0.9569,,vegetable,t,daily,,,,,,215.00,5,f,0.0000,weight,,t,,,,,,,,,,,[],,processed,,f,,percent,,,f,f,f,f,,,,,,,,1,[],"Courgettes are a fresh vegetable — unprocessed whole food, NOVA 1 by definition.",high,ai,2026-07-23 15:37:25.889
193,Pastrami (Sliced),kg,20.9700,,2026-03-19 09:57:56.477,1.0000,,,24,,,1.0000,,cooked_meat,f,daily,,,,,,10.00,,t,25.0000,weight,25.0000,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,4,"[""preservatives (nitrites)"", ""dextrose"", ""flavourings""]","Commercially sliced pastrami is a cured, smoked processed meat that at wholesale norm contains nitrite preservatives, dextrose and typically flavourings or smoke flavouring — all UPF markers. No label was provided so this is judged from the typical commercial formulation.",medium,ai,2026-07-23 15:37:25.889
87,Onion Powder,kg,14.8900,,2026-03-19 09:57:56.175,2.0000,,,5,,,1.0000,,spice,f,daily,,,,,,10.00,,t,6.0000,weight,6.0000,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,1,[],Onion powder is a single dried/ground spice with no added ingredients. Plain single spices are NOVA 1. Judged from name alone as no label declaration was provided.,high,ai,2026-07-23 15:37:25.889
73,Ground Cumin,g,4.6200,Herbs and Spices,2026-03-19 09:57:56.13,400.0000,,,9,,,1.0000,,spice,f,daily,,,,,,10.00,,t,6.0000,weight,6.0000,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,1,[],Ground cumin is a single plain ground spice with no added ingredients. NOVA 1. Judged from name alone.,high,ai,2026-07-23 15:37:25.889
296,6 Strip fried chicken bag,each,0.1600,,2026-07-29 14:22:32.380709,1.0000,Polypouch,PZT-1602702450CLXX11,39,,https://polypouch.co.uk/products/clear-grip-seal?variant=43229698621677,,,packaging,f,daily,,,,,,10.00,,t,1.0000,pack,2000.0000,f,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,,[],,,,
115,Icing Sugar,kg,8.0400,,2026-03-19 09:57:56.267,3.0000,Tate & Lyle,,1,9,https://www.brake.co.uk/dry-store/sugar-sweeteners/icing-sugar/icing-sugar/tate-lyle-cane-sugar-icing-sugar-3kg/p/350101?term=icing&#x20;sugar,1.0000,,other,f,daily,,,,,,10.00,,t,1.0000,pack,2.0000,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,t,f,,,,,,,,,[],,,,
96,Dark Soy Sauce,kg,6.9900,,2026-03-19 09:57:56.209,1.7500,Lee Kum Kee,,,,,1.0000,,sauce,f,daily,,,,,,10.00,,t,0.0000,weight,4.0000,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,,[],,,,
103,Nacho Cheese Sauce,kg,20.6300,,2026-03-19 09:57:56.229,1.5640,,,,,,1.0000,,sauce,f,daily,,,,,,10.00,,t,20.0000,weight,30.0000,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,,[],,,,
300,Large Classic Sliced Pepperoni,kg,16.7500,"No preservatives, nitrites or additives. Slow-smoked over beechwood. Made in Hungary.",2026-07-30 08:45:41.377209,1.0000,Properoni,6226,40,,https://salvo1968.co.uk/properoni-large-classic-sliced-pepperoni.html,1.0000,,cooked_meat,f,daily,,,,,,10.00,,f,0.0000,weight,,t,,1917.00,463.00,41.00,18.00,1.00,0.40,23.00,3.80,"Pork, salt, hot paprika powder 2%, spices, sugar.",[],,raw,,f,,percent,,,f,f,t,f,,,,,,,,3,[],"The label declaration lists only pork, salt, hot paprika powder, spices, and sugar — no nitrites/nitrates, no dextrose, no flavourings, no preservatives or other UPF markers. This is a traditionally cured meat made purely from meat, salt, spices and a small amount of sugar, placing it firmly in NOVA 3.",high,ai,2026-07-30 08:45:57.354
301,Premium Natural Beef Stock,kg,13.5700,Ready-to-use beef bouillon. Gluten Free.,2026-07-31 04:02:20.843788,1.0000,OSCAR,120824,1,,https://www.brake.co.uk/dry-store/cooking-ingredients/bouillons-stocks/stocks-jus/oscar-premium-natural-beef-stock-1l/p/120824,,,other,f,daily,,,,,,10.00,,f,0.0000,weight,,t,,181.00,43.00,0.20,0.10,0.80,0.50,9.20,0.52,"Water, beef bones, onion, carrot, leek, tomato puree, garlic, lovage, parsley.",[],0.50,raw,,f,,percent,,,f,f,t,f,,,,,,,,3,[],"The label declaration lists only water, beef bones, vegetables, tomato purée, garlic and herbs — no UPF markers present. This is a traditionally made stock/broth produced by cooking natural ingredients, analogous to a processed food (NOVA 3) combining NOVA 1 and NOVA 2 ingredients with no industrial additives.",high,ai,2026-07-31 04:02:53.847
191,British Red Tractor Diced Chicken Breast,kg,17.2400,,2026-03-19 09:57:56.471,2.5000,Prime Meats,70946,1,,https://www.brake.co.uk/meat-poultry/chilled-butchered-poultry/chicken/chicken-mince-diced-strips/prime-meats-british-red-tractor-diced-chicken-breast/p/70946?term=diced&#x20;chicken&#x20;fillet,0.8700,4.0000,raw_meat,t,daily,,75.00,30,170,70,40.00,,f,0.0000,weight,,t,,449.00,106.00,1.10,0.30,0.00,0.00,24.00,0.15,Chicken (100%),[],0.00,raw,,f,,percent,,,f,t,f,f,,,,,,,,1,[],"Label declaration confirms 100% chicken with no additives, preservatives or UPF markers. Plain minimally processed raw meat is NOVA 1.",high,ai,2026-07-23 15:37:25.889
28,Balsamic Glaze,g,2.6200,Sauces,2026-03-19 09:57:55.973,500.0000,,,10,,,1.0000,,sauce,f,daily,,,,,,10.00,,t,10.0000,pack,12.0000,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,t,f,,,,,,,,4,"[""thickener (modified starch or glucose syrup)"", ""caramel colour or colour"", ""flavourings""]","Commercial balsamic glaze (no brand/label given) is typically an industrial product combining balsamic vinegar with glucose-fructose syrup, caramel colour, thickeners and flavourings rather than a simple reduction. Without a label declaration, the wholesale catering norm is NOVA 4.",medium,ai,2026-07-23 15:37:25.889
98,Plain Flour,kg,11.0900,,2026-03-19 09:57:56.214,16.0000,Sysco Classic,100222,1,9,https://www.brake.co.uk/dry-store/baking-mixes-ingredients/flour/plain-flour/sysco-classic-plain-flour/p/100222,1.0000,,other,f,daily,,,,,,760.00,,t,1.0000,pack,5.0000,t,,,,,,,,,,,"[""cereals_containing_gluten""]",,raw,,f,,percent,,,f,f,t,f,,,,,,,,2,[],Plain flour is a processed culinary ingredient (milled wheat grain) with no additives expected from a Sysco Classic bulk supply. NOVA 2.,high,ai,2026-07-23 15:37:25.889
139,American Mustard,kg,27.9600,,2026-03-19 09:57:56.339,11.6000,French's,,1,,https://www.brake.co.uk/dry-store/condiments-pickles/bulk-condiments/mustard/french-s-classic-yellow-mustard-3ltr/p/125178?term=yellow mustard,1.0000,,sauce,f,daily,,,,,,10.00,,t,2.0000,weight,2.0000,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,t,f,,,,,,,,4,"[""flavourings"", ""turmeric colour (E100)"", ""preservatives (sodium benzoate or similar)""]","French's American Mustard is a well-known commercial product containing mustard seed, vinegar, salt, turmeric (colour), paprika, garlic, onion — and typically preservatives and natural flavourings beyond a simple home blend. The industrial formulation with colour and flavourings places it at NOVA 4.",medium,ai,2026-07-23 15:37:25.889
97,Honey ,g,3.5600,,2026-03-19 09:57:56.212,680.0000,sysco,A 350157,1,,https://www.brake.co.uk/dry-store/jam-honey-spread/honey-other-spreads/honey-other-spreads/sysco-squeezy-clear-blossom-honey/p/350157?term=honey,0.9500,,sauce,f,daily,,,,,,10.00,,t,5.0000,bottle,10.0000,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,t,f,,,,,,,,1,[],Honey is a minimally processed natural product (NOVA 1). Sysco branded bulk honey is expected to be pure honey with no additives.,high,ai,2026-07-23 15:37:25.889
55,Lemon Juice,l,2.1100,Sauces,2026-03-19 09:57:56.073,1.0000,Sysco Classic ,,1,,https://www.brake.co.uk/dry-store/baking-mixes-ingredients/baking-ingredients/lemon-lime-juice/sysco-classic-lemon-juice-1ltr/p/136748?term=lemon&#x20;juice,1.0000,,sauce,f,daily,,,,,,10.00,,t,6.0000,bottle,6.0000,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,t,f,,,,,,,,1,[],Sysco Classic lemon juice in catering format is expected to be 100% lemon juice — minimally processed (squeezed/filtered). NOVA 1.,medium,ai,2026-07-23 15:37:25.889
212,Black Compactor Sacks,pcs,11.2900,,2026-04-23 15:21:45.110106,200.0000,Paclan,A 28990,1,,https://www.brake.co.uk/catering-supplies/janitorial/refuse-sacks/black-refuse-sacks/paclan-black-compactor-sacks-457x737x838mm/p/28990?term=black,1.0000,,cleaning,f,daily,,,,,,10.00,,t,1.0000,pack,2.0000,f,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,,[],,,,
213,Mayonnaise,l,24.1300,,2026-04-27 10:50:02.191683,10.0000,country range,,9,,https://waterdene.coldweb.co.uk/ordering/pages/product_info.php?cPath=20001_251;products_id=9719,1.0000,,sauce,f,daily,,,,,,10.00,,t,3.0000,pack,4.0000,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,t,f,,,,,,,,,[],,,,
